Table S1: A list of CpG sites with methylation patterns in Figure 1 & Additional file 1: Fig. S1,,
cpg,color,pattern
cg03484234,grey,rest
cg03487706,red,A
cg03487966,black,C
cg03508597,green,B
cg03509565,red,A
cg03509908,black,C
cg03512369,black,C
cg03512439,black,C
cg03523119,red,A
cg03523360,black,C
cg03527511,green,B
cg03534718,black,C
cg03536032,red,A
cg03537243,red,A
cg03537374,black,C
cg03544771,grey,rest
cg03552552,grey,rest
cg03553451,black,C
cg03554855,black,C
cg03558222,red,A
cg03559234,grey,rest
cg03575468,red,A
cg03576039,red,A
cg03576235,black,C
cg03577944,red,A
cg03578806,black,C
cg03595428,red,A
cg03598440,red,A
cg03598947,black,C
cg03604216,black,C
cg03604519,grey,rest
cg03610137,red,A
cg03636437,black,C
cg03646906,black,C
cg03650842,grey,rest
cg03659012,red,A
cg03660541,grey,rest
cg03660876,grey,rest
cg03661529,red,A
cg03662494,green,B
cg03662899,grey,rest
cg03663024,black,C
cg03664928,red,A
cg03665601,red,A
cg03665912,grey,rest
cg03669491,black,C
cg03670355,grey,rest
cg03671371,red,A
cg03672021,red,A
cg03674851,black,C
cg03682444,black,C
cg03688409,red,A
cg03689540,black,C
cg03692134,red,A
cg03692149,black,C
cg03692228,red,A
cg03693842,black,C
cg03697809,grey,rest
cg03699508,black,C
cg03704031,grey,rest
cg03704653,black,C
cg03706022,red,A
cg03709474,black,C
cg03711046,red,A
cg03714991,grey,rest
cg03715506,black,C
cg03716231,grey,rest
cg03717424,black,C
cg03717635,grey,rest
cg03718309,red,A
cg03732411,red,A
cg03733831,purple,D
cg03735049,red,A
cg03738247,red,A
cg03741419,grey,rest
cg03742148,red,A
cg03744114,black,C
cg03744357,grey,rest
cg03748429,grey,rest
cg03749630,red,A
cg03753451,red,A
cg03753611,red,A
cg03758972,black,C
cg03761894,red,A
cg03761923,green,B
cg03762767,black,C
cg03765359,red,A
cg03765898,black,C
cg03766586,grey,rest
cg03768687,red,A
cg03773146,red,A
cg03783575,black,C
cg03787796,red,A
cg03788610,grey,rest
cg03789606,grey,rest
cg03790146,black,C
cg03790891,grey,rest
cg03791434,black,C
cg03791917,green,B
cg03793368,grey,rest
cg03800724,grey,rest
cg03805048,red,A
cg03810476,red,A
cg03810479,grey,rest
cg03817616,grey,rest
cg03821767,black,C
cg03823092,red,A
cg03823149,grey,rest
cg03828160,red,A
cg03829491,black,C
cg03833774,grey,rest
cg03834574,red,A
cg03838168,black,C
cg03840091,black,C
cg03842291,red,A
cg03845359,black,C
cg03845409,grey,rest
cg03850976,grey,rest
cg03853861,black,C
cg03858262,red,A
cg03859891,black,C
cg03867952,black,C
cg03878985,red,A
cg03885028,black,C
cg03887211,grey,rest
cg03887682,black,C
cg03892157,black,C
cg03895284,black,C
cg03897851,grey,rest
cg03908845,grey,rest
cg03909472,grey,rest
cg03910337,black,C
cg03915527,black,C
cg03915742,red,A
cg03927113,red,A
cg03931619,black,C
cg03933846,red,A
cg03934360,grey,rest
cg03937594,black,C
cg03939693,red,A
cg03941517,red,A
cg03942390,black,C
cg03946442,red,A
cg03948928,green,B
cg03949008,grey,rest
cg03950785,red,A
cg03952112,red,A
cg03957435,black,C
cg03959079,grey,rest
cg03962288,grey,rest
cg03964424,black,C
cg03966679,black,C
cg03972560,grey,rest
cg03990195,black,C
cg03991766,grey,rest
cg03992069,red,A
cg03992092,grey,rest
cg03993368,red,A
cg03993934,grey,rest
cg03995238,red,A
cg03996447,red,A
cg04001878,black,C
cg04010032,red,A
cg04012614,red,A
cg04013810,black,C
cg04023829,black,C
cg04025582,red,A
cg04027940,black,C
cg04029630,red,A
cg04032096,purple,D
cg04032503,black,C
cg04032861,green,B
cg04035233,black,C
cg04044631,black,C
cg04044694,red,A
cg04051266,red,A
cg04053131,black,C
cg04058675,black,C
cg04059198,red,A
cg04059980,black,C
cg04064330,black,C
cg04064672,black,C
cg04069100,black,C
cg04069311,black,C
cg04069374,red,A
cg04069419,grey,rest
cg04070122,red,A
cg04071644,grey,rest
cg04071770,black,C
cg04075827,black,C
cg04077363,red,A
cg04084455,green,B
cg04093132,black,C
cg04101819,grey,rest
cg04103377,black,C
cg04109661,black,C
cg04118889,red,A
cg04123347,black,C
cg04137897,grey,rest
cg04139820,black,C
cg04141767,grey,rest
cg04143870,grey,rest
cg04144603,red,A
cg04155024,grey,rest
cg04158739,red,A
cg04162504,black,C
cg04173432,black,C
cg04174234,black,C
cg04174838,green,B
cg04177332,black,C
cg04182378,grey,rest
cg04182474,black,C
cg04183498,red,A
cg04185841,grey,rest
cg04189389,grey,rest
cg04189697,grey,rest
cg04189723,grey,rest
cg04205692,green,B
cg04211807,grey,rest
cg04217946,red,A
cg04221167,black,C
cg04223454,black,C
cg04224247,grey,rest
cg04225254,black,C
cg04227026,grey,rest
cg04227528,black,C
cg04227631,grey,rest
cg04227643,black,C
cg04233717,green,B
cg04235544,black,C
cg04238548,red,A
cg04240856,black,C
cg04241572,red,A
cg04243127,black,C
cg04253298,black,C
cg04262605,red,A
cg04270663,red,A
cg04271131,green,B
cg04277998,red,A
cg04279920,black,C
cg04282422,black,C
cg04283377,red,A
cg04287191,grey,rest
cg04287686,purple,D
cg04288265,black,C
cg04290766,black,C
cg04293108,black,C
cg04297329,red,A
cg04297522,black,C
cg04300278,red,A
cg04302192,red,A
cg04303560,purple,D
cg04308274,red,A
cg04310247,grey,rest
cg04312965,black,C
cg04317926,black,C
cg04318320,grey,rest
cg04323365,black,C
cg04324559,grey,rest
cg04324607,black,C
cg04325187,black,C
cg04329736,grey,rest
cg04334684,red,A
cg04335355,green,B
cg04336572,black,C
cg04337034,black,C
cg04341767,red,A
cg04342295,red,A
cg04342904,black,C
cg04368919,red,A
cg04369555,red,A
cg04381495,grey,rest
cg04384873,black,C
cg04388053,grey,rest
cg04391849,black,C
cg04392694,grey,rest
cg04395332,red,A
cg04397441,red,A
cg04399994,red,A
cg04402371,black,C
cg04402798,red,A
cg04412186,red,A
cg04414245,black,C
cg04421522,black,C
cg04424215,grey,rest
cg04427987,black,C
cg04437194,black,C
cg04437234,black,C
cg04455030,red,A
cg04455999,red,A
cg04464742,red,A
cg04474375,red,A
cg04476849,red,A
cg04483797,red,A
cg04484695,purple,D
cg04486022,red,A
cg04488527,grey,rest
cg04489366,black,C
cg04491396,red,A
cg04492048,grey,rest
cg04493740,red,A
cg04497165,grey,rest
cg04499381,red,A
cg04514385,black,C
cg04515986,grey,rest
cg04528545,red,A
cg04529406,grey,rest
cg04532200,grey,rest
cg04533591,red,A
cg04535803,grey,rest
cg04544154,black,C
cg04544498,red,A
cg04545159,black,C
cg04549977,black,C
cg04553232,grey,rest
cg04557963,black,C
cg04562662,black,C
cg04565250,green,B
cg04569165,grey,rest
cg04574552,green,B
cg04574723,black,C
cg04575501,red,A
cg04581892,black,C
cg04584307,black,C
cg04586456,red,A
cg04587983,black,C
cg04593531,grey,rest
cg04593869,red,A
cg04594276,black,C
cg04595053,black,C
cg04596655,red,A
cg04598095,black,C
cg04598328,black,C
cg04598760,grey,rest
cg04599817,red,A
cg04602218,red,A
cg04613080,grey,rest
cg04619644,black,C
cg04620228,black,C
cg04621904,grey,rest
cg04625493,black,C
cg04625528,black,C
cg04629827,black,C
cg04636194,black,C
cg04637219,black,C
cg04637490,black,C
cg04640677,green,B
cg04641663,black,C
cg04642759,red,A
cg04644844,black,C
cg04646860,black,C
cg04647094,red,A
cg04653083,red,A
cg04659622,grey,rest
cg04669465,black,C
cg04675170,red,A
cg04675306,red,A
cg04677508,green,B
cg04681171,red,A
cg04688327,black,C
cg04688815,black,C
cg04690567,grey,rest
cg04696059,black,C
cg04697849,black,C
cg04700060,red,A
cg04700811,black,C
cg04702368,black,C
cg04703500,red,A
cg04704683,grey,rest
cg04710661,black,C
cg04721883,red,A
cg04733222,black,C
cg04734446,black,C
cg04735237,black,C
cg04740028,red,A
cg04743474,red,A
cg04745408,red,A
cg04746792,red,A
cg04747879,red,A
cg04751297,purple,D
cg04751886,black,C
cg04754076,red,A
cg04755045,black,C
cg04755662,grey,rest
cg04762552,grey,rest
cg04768312,red,A
cg04768884,grey,rest
cg04769268,red,A
cg04769341,grey,rest
cg04769935,black,C
cg04772362,black,C
cg04774951,grey,rest
cg04777103,grey,rest
cg04778337,black,C
cg04782269,red,A
cg04784122,red,A
cg04787237,red,A
cg04790097,black,C
cg04790137,black,C
cg04790148,red,A
cg04791287,red,A
cg04791822,red,A
cg04793532,red,A
cg04811556,red,A
cg04811950,black,C
cg04812084,black,C
cg04812249,black,C
cg04813240,black,C
cg04814085,red,A
cg04817724,red,A
cg04820200,green,B
cg04821008,black,C
cg04821091,red,A
cg04822167,black,C
cg04823894,grey,rest
cg04828704,red,A
cg04843340,grey,rest
cg04853367,black,C
cg04854285,red,A
cg04860194,black,C
cg04861259,black,C
cg04867253,grey,rest
cg04872051,red,A
cg04875162,grey,rest
cg04882894,red,A
cg04886514,red,A
cg04886769,grey,rest
cg04889508,red,A
cg04907664,red,A
cg04918728,grey,rest
cg04919858,green,B
cg04920616,black,C
cg04922020,red,A
cg04924696,red,A
cg04924962,grey,rest
cg04926827,red,A
cg04927540,grey,rest
cg04929015,black,C
cg04929022,grey,rest
cg04929865,black,C
cg04930858,grey,rest
cg04932149,green,B
cg04941611,black,C
cg04944936,red,A
cg04950711,black,C
cg04960964,red,A
cg04967538,red,A
cg04985372,black,C
cg04992335,green,B
cg04995154,red,A
cg05012785,green,B
cg05016192,red,A
cg05019001,red,A
cg05026884,grey,rest
cg05034175,red,A
cg05039054,grey,rest
cg05039749,green,B
cg05040675,black,C
cg05045738,red,A
cg05047411,grey,rest
cg05047811,red,A
cg05050864,grey,rest
cg05052243,grey,rest
cg05052271,black,C
cg05059994,green,B
cg05061296,green,B
cg05061650,grey,rest
cg05065576,black,C
cg05066631,black,C
cg05070565,black,C
cg05071823,grey,rest
cg05073171,red,A
cg05074623,red,A
cg05078558,grey,rest
cg05078775,red,A
cg05080834,black,C
cg05083020,red,A
cg05085049,red,A
cg05088006,black,C
cg05093881,black,C
cg05093999,grey,rest
cg05096515,red,A
cg05100268,red,A
cg05100479,green,B
cg05103731,red,A
cg05105069,grey,rest
cg05106463,green,B
cg05106824,grey,rest
cg05116452,black,C
cg05116966,red,A
cg05121989,black,C
cg05127037,black,C
cg05129588,black,C
cg05130312,purple,D
cg05131629,grey,rest
cg05135729,black,C
cg05138704,black,C
cg05141400,black,C
cg05143403,red,A
cg05147330,black,C
cg05148324,black,C
cg05151505,black,C
cg05152051,green,B
cg05152459,red,A
cg05153913,grey,rest
cg05155058,grey,rest
cg05157702,black,C
cg05158109,black,C
cg05162528,red,A
cg05168419,grey,rest
cg05169062,grey,rest
cg05175213,black,C
cg05177544,purple,D
cg05181110,green,B
cg05184076,red,A
cg05185504,red,A
cg05190516,grey,rest
cg05190630,grey,rest
cg05192472,red,A
cg05193067,purple,D
cg05193141,black,C
cg05195686,black,C
cg05196026,red,A
cg05196885,black,C
cg05204037,red,A
cg05204193,grey,rest
cg05206587,grey,rest
cg05212419,red,A
cg05215305,black,C
cg05215598,black,C
cg05219035,black,C
cg05223249,grey,rest
cg05225083,black,C
cg05226646,grey,rest
cg05237470,black,C
cg05237609,red,A
cg05239824,black,C
cg05240059,grey,rest
cg05240083,red,A
cg05245722,green,B
cg05254049,red,A
cg05257597,green,B
cg05257898,grey,rest
cg05257947,red,A
cg05259868,red,A
cg05264033,purple,D
cg05272837,red,A
cg05275343,red,A
cg05279113,red,A
cg05280762,grey,rest
cg05283871,black,C
cg05287266,grey,rest
cg05288642,red,A
cg05288740,black,C
cg05290899,red,A
cg05292991,grey,rest
cg05294909,red,A
cg05295197,black,C
cg05295417,red,A
cg05295688,black,C
cg05302110,grey,rest
cg05302212,red,A
cg05305760,red,A
cg05313317,grey,rest
cg05313921,black,C
cg05321038,black,C
cg05322190,black,C
cg05324686,black,C
cg05327750,red,A
cg05335577,red,A
cg05339472,green,B
cg05345404,red,A
cg05347431,red,A
cg05361475,black,C
cg05363666,red,A
cg05365121,red,A
cg05371395,green,B
cg05373692,red,A
cg05375002,black,C
cg05375065,red,A
cg05376895,grey,rest
cg05385216,grey,rest
cg05392989,red,A
cg05396017,grey,rest
cg05397738,grey,rest
cg05397813,grey,rest
cg05400670,black,C
cg05407550,grey,rest
cg05414556,red,A
cg05418443,red,A
cg05418506,red,A
cg05418779,grey,rest
cg05419061,green,B
cg05419227,red,A
cg05422360,red,A
cg05423956,grey,rest
cg05424366,grey,rest
cg05427163,red,A
cg05434903,red,A
cg05435697,grey,rest
cg05437059,grey,rest
cg05441864,red,A
cg05444994,red,A
cg05445588,black,C
cg05446138,grey,rest
cg05448962,black,C
cg05453618,black,C
cg05453733,black,C
cg05454990,black,C
cg05455393,black,C
cg05459616,black,C
cg05462236,red,A
cg05463948,grey,rest
cg05464374,green,B
cg05470074,grey,rest
cg05471258,red,A
cg05472237,black,C
cg05478253,purple,D
cg05480640,black,C
cg05483199,grey,rest
cg05491276,red,A
cg05494459,red,A
cg05507097,black,C
cg05508067,green,B
cg05511138,red,A
cg05511752,red,A
cg05512407,grey,rest
cg05516935,red,A
cg05522559,black,C
cg05529533,black,C
cg05532403,grey,rest
cg05539388,black,C
cg05542153,black,C
cg05545272,grey,rest
cg05548773,black,C
cg05548952,black,C
cg05553756,black,C
cg05554396,red,A
cg05555050,red,A
cg05555725,grey,rest
cg05558522,red,A
cg05559023,purple,D
cg05559795,red,A
cg05559881,grey,rest
cg05560472,black,C
cg05563333,red,A
cg05563347,black,C
cg05564395,black,C
cg05565735,black,C
cg05566296,red,A
cg05570079,black,C
cg05570609,grey,rest
cg05572207,black,C
cg05573563,black,C
cg05574878,grey,rest
cg05578291,red,A
cg05579254,black,C
cg05585317,grey,rest
cg05587158,black,C
cg05592527,red,A
cg05594230,red,A
cg05598468,grey,rest
cg05599151,red,A
cg05599348,black,C
cg05605944,grey,rest
cg05633597,grey,rest
cg05638634,black,C
cg05652828,black,C
cg05655038,black,C
cg05655041,black,C
cg05666266,red,A
cg05673087,green,B
cg05673346,red,A
cg05680973,grey,rest
cg05682970,black,C
cg05684200,black,C
cg05688478,red,A
cg05689984,black,C
cg05690949,grey,rest
cg05695951,black,C
cg05695959,grey,rest
cg05699139,grey,rest
cg05706696,red,A
cg05707218,red,A
cg05707815,red,A
cg05720573,black,C
cg05735850,black,C
cg05740522,red,A
cg05740959,red,A
cg05742782,black,C
cg05748796,black,C
cg05749792,black,C
cg05772663,grey,rest
cg05777666,red,A
cg05777690,black,C
cg05782651,red,A
cg05782751,red,A
cg05782975,red,A
cg05783039,grey,rest
cg05784171,black,C
cg05784594,black,C
cg05785376,grey,rest
cg05786601,red,A
cg05789980,grey,rest
cg05793108,black,C
cg05793280,black,C
cg05801573,red,A
cg05802072,black,C
cg05803942,red,A
cg05806387,black,C
cg05807734,black,C
cg05812657,black,C
cg05826817,grey,rest
cg05832562,red,A
cg05833518,black,C
cg05836475,grey,rest
cg05837244,black,C
cg05837905,red,A
cg05839786,black,C
cg05856884,black,C
cg05858130,black,C
cg05859577,black,C
cg05860920,grey,rest
cg05861409,red,A
cg05867448,red,A
cg05870108,red,A
cg05870315,green,B
cg05872215,red,A
cg05872808,red,A
cg05873659,black,C
cg05875427,black,C
cg05877833,black,C
cg05878968,black,C
cg05880897,grey,rest
cg05883757,black,C
cg05884886,grey,rest
cg05886698,black,C
cg05889382,black,C
cg05889642,red,A
cg05891083,black,C
cg05892376,red,A
cg05894744,black,C
cg05895666,grey,rest
cg05896813,grey,rest
cg05897571,black,C
cg05899258,grey,rest
cg05902740,grey,rest
cg05903800,grey,rest
cg05906362,grey,rest
cg05908833,green,B
cg05911704,red,A
cg05915658,grey,rest
cg05921207,red,A
cg05929502,grey,rest
cg05929865,grey,rest
cg05939629,black,C
cg05943154,black,C
cg05943755,black,C
cg05958056,black,C
cg05961595,red,A
cg05965444,red,A
cg05967389,grey,rest
cg05975021,grey,rest
cg05980727,black,C
cg05987154,green,B
cg05996238,black,C
cg05999377,grey,rest
cg06000876,black,C
cg06002208,black,C
cg06002470,red,A
cg06008640,grey,rest
cg06010380,grey,rest
cg06014506,black,C
cg06016684,red,A
cg06036585,black,C
cg06037923,green,B
cg06041240,black,C
cg06042574,black,C
cg06046085,black,C
cg06051662,grey,rest
cg06055266,red,A
cg06055803,grey,rest
cg06068111,black,C
cg06068202,red,A
cg06068891,black,C
cg06069823,grey,rest
cg06079646,red,A
cg06091035,black,C
cg06099218,grey,rest
cg06102452,black,C
cg06102971,red,A
cg06106988,grey,rest
cg06107108,black,C
cg06109624,black,C
cg06116593,black,C
cg06116594,purple,D
cg06122016,black,C
cg06126323,red,A
cg06128881,black,C
cg06129596,black,C
cg06134608,grey,rest
cg06137651,black,C
cg06138173,black,C
cg06140460,red,A
cg06140761,grey,rest
cg06143713,purple,D
cg06144608,red,A
cg06145195,black,C
cg06145357,grey,rest
cg06149454,red,A
cg06152434,red,A
cg06152508,black,C
cg06157561,black,C
cg06159667,black,C
cg06162422,red,A
cg06163534,black,C
cg06168286,black,C
cg06170215,red,A
cg06172119,black,C
cg06177698,black,C
cg06180047,grey,rest
cg06187102,grey,rest
cg06190216,black,C
cg06201264,black,C
cg06204009,black,C
cg06205205,black,C
cg06208111,black,C
cg06213900,black,C
cg06217046,black,C
cg06219046,black,C
cg06219927,grey,rest
cg06220755,black,C
cg06223806,red,A
cg06230327,black,C
cg06231015,black,C
cg06231618,red,A
cg06232789,black,C
cg06232846,grey,rest
cg06233761,black,C
cg06234064,black,C
cg06238055,grey,rest
cg06242330,black,C
cg06246900,black,C
cg06253229,black,C
cg06259852,black,C
cg06267144,red,A
cg06267401,black,C
cg06268269,black,C
cg06268905,black,C
cg06269080,red,A
cg06270497,red,A
cg06273903,red,A
cg06277838,red,A
cg06286431,green,B
cg06287707,grey,rest
cg06289882,red,A
cg06291093,grey,rest
cg06294995,black,C
cg06298190,grey,rest
cg06298361,red,A
cg06300107,grey,rest
cg06302218,red,A
cg06306751,green,B
cg06307153,grey,rest
cg06308344,black,C
cg06308972,grey,rest
cg06309822,green,B
cg06310760,black,C
cg06313930,black,C
cg06318809,black,C
cg06323119,black,C
cg06323885,red,A
cg06327799,red,A
cg06338119,grey,rest
cg06340713,grey,rest
cg06341336,red,A
cg06350107,grey,rest
cg06350796,red,A
cg06363801,red,A
cg06372522,black,C
cg06375559,black,C
cg06376940,green,B
cg06379640,black,C
cg06384491,black,C
cg06384623,red,A
cg06392956,red,A
cg06400167,red,A
cg06406538,black,C
cg06408533,grey,rest
cg06409934,red,A
cg06410866,black,C
cg06416018,black,C
cg06416685,red,A
cg06427226,red,A
cg06428055,red,A
cg06431415,purple,D
cg06431611,black,C
cg06438094,black,C
cg06438727,black,C
cg06438901,red,A
cg06439589,black,C
cg06441867,red,A
cg06442736,grey,rest
cg06442844,grey,rest
cg06442966,black,C
cg06448666,grey,rest
cg06452893,black,C
cg06452970,grey,rest
cg06455206,red,A
cg06455967,grey,rest
cg06457149,grey,rest
cg06457249,grey,rest
cg06457357,grey,rest
cg06461462,grey,rest
cg06462431,red,A
cg06465306,grey,rest
cg06467462,green,B
cg06468442,red,A
cg06472309,black,C
cg06475150,red,A
cg06475811,black,C
cg06476341,grey,rest
cg06479978,black,C
cg06482328,red,A
cg06489418,red,A
cg06492112,black,C
cg06494770,black,C
cg06504563,red,A
cg06505213,red,A
cg06505768,black,C
cg06513359,red,A
cg06514587,red,A
cg06520740,black,C
cg06522219,black,C
cg06525551,red,A
cg06526829,red,A
cg06534187,grey,rest
cg06538334,grey,rest
cg06539694,grey,rest
cg06548617,grey,rest
cg06549249,red,A
cg06558952,red,A
cg06568260,black,C
cg06578851,grey,rest
cg06583412,red,A
cg06616051,grey,rest
cg06617418,black,C
cg06619487,red,A
cg06620254,red,A
cg06620299,red,A
cg06621863,red,A
cg06623468,red,A
cg06624712,black,C
cg06625174,grey,rest
cg06633205,red,A
cg06633743,black,C
cg06645047,red,A
cg06646098,black,C
cg06647694,black,C
cg06649626,grey,rest
cg06650493,black,C
cg06650847,red,A
cg06655100,red,A
cg06656651,black,C
cg06657741,red,A
cg06659128,red,A
cg06663923,grey,rest
cg06666117,black,C
cg06667703,grey,rest
cg06675660,red,A
cg06683780,black,C
cg06691299,grey,rest
cg06692867,black,C
cg06701191,grey,rest
cg06705167,green,B
cg06711837,red,A
cg06715672,grey,rest
cg06731599,red,A
cg06739534,black,C
cg06742032,black,C
cg06742180,purple,D
cg06758848,red,A
cg06761424,grey,rest
cg06765430,black,C
cg06767008,grey,rest
cg06769752,red,A
cg06772067,red,A
cg06774124,red,A
cg06776257,red,A
cg06776776,black,C
cg06778013,black,C
cg06778844,purple,D
cg06780601,grey,rest
cg06780606,purple,D
cg06782349,red,A
cg06786167,black,C
cg06792724,red,A
cg06793890,black,C
cg06794323,black,C
cg06806679,green,B
cg06809565,grey,rest
cg06811375,green,B
cg06814121,black,C
cg06815914,black,C
cg06816704,red,A
cg06818142,red,A
cg06822229,red,A
cg06828129,black,C
cg06831164,grey,rest
cg06833902,grey,rest
cg06839398,grey,rest
cg06845960,grey,rest
cg06848990,grey,rest
cg06851753,black,C
cg06852103,red,A
cg06860598,black,C
cg06868150,green,B
cg06870560,purple,D
cg06871279,grey,rest
cg06873315,black,C
cg06875704,black,C
cg06876079,grey,rest
cg06877198,green,B
cg06879828,grey,rest
cg06885779,black,C
cg06891491,red,A
cg06892157,black,C
cg06895515,grey,rest
cg06900776,red,A
cg06902764,red,A
cg06908232,red,A
cg06913629,black,C
cg06916310,black,C
cg06918955,grey,rest
cg06919398,red,A
cg06919903,black,C
cg06920429,grey,rest
cg06921456,red,A
cg06921685,red,A
cg06925836,green,B
cg06927864,grey,rest
cg06936709,red,A
cg06939792,red,A
cg06942445,red,A
cg06944050,red,A
cg06948553,red,A
cg06953627,black,C
cg06957108,black,C
cg06959635,grey,rest
cg06967228,red,A
cg06971254,red,A
cg06980881,red,A
cg06981242,red,A
cg06988760,black,C
cg07001318,grey,rest
cg07004932,grey,rest
cg07007780,black,C
cg07010478,grey,rest
cg07011790,red,A
cg07026431,grey,rest
cg07029395,black,C
cg07042747,red,A
cg07053481,black,C
cg07053880,red,A
cg07055845,grey,rest
